GL_Account,GL_Account_Name,CompanyCode,CompanyCodeName,Profit_Center,Profit_Center_Desc,Cost_Center,Cost_Center_Desc,Functional_Area,Func_Area_Desc,Period/Year,Amount,Average,Minimum,Maximum,StdDev,ConfLow,ConfHigh,ID,Item,Reversal,Segment,Cost_Type 
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,333401.23,363494.07,97499.55,948283.69,302942.5468158564,247046.70729012947,479941.4393758705,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,315897.98,359195.10,97499.55,948283.69,276781.244582639,252803.81050008413,465586.38092791586,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,292734.75,353782.96,97499.55,948283.69,256706.4622473406,255108.1689377486,452457.7435622514,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,-1302694.38,346999.82,97499.55,948283.69,240987.613695707,254367.1657702155,439632.47867378447,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,231520.72,182030.40,-1302694.38,948283.69,569009.090378378,-36689.65078046228,400750.4547804623,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,139140.81,186529.52,-1302694.38,948283.69,540015.6232095773,-21045.800980676257,394104.8446166763,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,219120.24,182580.46,-1302694.38,948283.69,515066.39309705293,-15404.684993366973,380565.609993367,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,121441.11,185391.21,-1302694.38,948283.69,493242.64932526974,-4205.155844141409,374987.5850741414,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,13923221.17,180823.35,-1302694.38,948283.69,474200.3174431365,-1453.3837349659298,363100.08373496594,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,-1050918.33,1096983.20,-1302694.38,13923221.17,3577574.216934263,-278192.05137951905,2472158.4607135192,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,243153.96,962739.36,-1302694.38,13923221.17,3497729.3618134484,-381744.52307847294,2307223.240578473,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,165340.75,920410.81,-1302694.38,13923221.17,3391155.8175723725,-383107.52440157824,2223929.1361655784,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,229682.39,878462.47,-1302694.38,13923221.17,3294714.6740823532,-387985.0787536219,2144910.017641622,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,268460.72,844316.15,-1302694.38,13923221.17,3205344.6985788136,-387778.68610505096,2076410.9850530508,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,456959.60,815523.38,-1302694.38,13923221.17,3122509.5546826394,-384730.6533609661,2015777.4093609662,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,46558.85,798448.91,-1302694.38,13923221.17,3044451.495430639,-371800.5669820624,1968698.3917440623,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,422259.35,764272.09,-1302694.38,13923221.17,2975401.8505262653,-379435.5589960953,1907979.7417240953,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,211610.67,749401.97,-1302694.38,13923221.17,2907867.2796980217,-368346.22490875516,1867150.1692567552,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,132895.59,726994.00,-1302694.38,13923221.17,2846068.189719588,-366999.3904167658,1820987.3929167658,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,177185.88,703230.06,-1302694.38,13923221.17,2788676.7324727364,-368702.7609277719,1775162.890527772,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,216668.97,682997.60,-1302694.38,13923221.17,2734280.9610537253,-368026.1681950012,1734021.3605030011,415,Shopper Price Promotion Discounts,0,MW,
420902,Trade Promo-Discretionary Deductions (On,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021003,61642.17,677473.27,-1302694.38,13923221.17,2735103.987191531,-373866.8588733191,1728813.391949319,415,Shopper Price Promotion Discounts,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,0,TNSV_3rdparty,2021010,0.00,null,null,null,null,null,null,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,1002001592,Generic Market-MW USA Market,1030,TNSV_3rdparty,2021006,-1054848.39,null,null,null,null,null,null,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,881.23,-1054848.39,-1054848.39,-1054848.39,null,null,null,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,424.35,-526983.58,-1054848.39,881.23,746513.5734014969,-813934.1594136453,-240033.00058635458,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,4527481.17,-351180.94,-1054848.39,881.23,609393.9332199638,-585424.4232681217,-116937.4500658784,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,51317.94,868484.59,-1054848.39,4527481.17,2489560.195091998,-88471.54036440013,1825440.7203644002,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,193.17,705051.26,-1054848.39,4527481.17,2186774.963391141,-135517.97430494032,1545620.4943049403,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,-45.41,587574.91,-1054848.39,4527481.17,1976965.3378139609,-172346.09898728773,1347495.922321288,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,68351.37,503629.15,-1054848.39,4527481.17,1818329.3221338883,-195314.13793905108,1202572.4407970512,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,0.00,449219.43,-1054848.39,4527481.17,1690465.3858805113,-200574.54585497902,1099013.4033549791,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,128011.36,399306.16,-1054848.39,4527481.17,1588359.5559024664,-211239.59824525233,1009851.9160232523,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,9928.52,372176.68,-1054848.39,4527481.17,1499975.1631916808,-204395.21134450182,948748.5693445018,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,-3174154.70,339245.03,-1054848.39,4527481.17,1427186.873207022,-209347.94425688888,887838.0006208888,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,-1253584.28,46461.72,-3174154.70,4527481.17,1697161.7096672358,-605906.2411007241,698829.6761007241,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,1.00,-53541.82,-3174154.70,4527481.17,1664433.0103751994,-693329.2723837463,586245.6308457464,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,63.65,-49717.33,-3174154.70,4527481.17,1599199.5356365764,-664429.844768895,564995.1776268949,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,0.00,-46398.60,-3174154.70,4527481.17,1541080.8347370422,-638771.0031315442,545973.8004655442,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021006,0.00,-43498.69,-3174154.70,4527481.17,1488870.7180730703,-615802.1678098505,528804.7903098506,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,1002001592,Generic Market-MW USA Market,1030,TNSV_3rdparty,2023002,77610.51,null,null,null,null,null,null,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,86551.92,77610.51,77610.51,77610.51,null,null,null,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,-163508.49,82081.22,77610.51,86551.92,6322.53164436921,79650.91207805018,84511.51792194981,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,-35555.07,217.98,-163508.49,86551.92,141861.74585557834,-54311.91954945658,54747.879549456586,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,1566.64,-8725.28,-163508.49,86551.92,117202.52159419362,-53776.48140446551,36325.916404465504,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,-4600.26,-6666.90,-163508.49,86551.92,101604.66541836191,-45722.47401596058,32388.678015960577,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,361485.30,-6322.46,-163508.49,86551.92,90881.89181528769,-41256.33287164714,28611.416205647136,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,-31266.93,46221.51,-163508.49,361485.30,161891.9702734297,-16007.762796064388,108450.7770820644,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,77610.51,36535.45,-163508.49,361485.30,152366.0821314271,-22032.183921374708,95103.0889213747,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,0.00,41099.35,-163508.49,361485.30,143181.5538818789,-13937.869643971739,96136.56519997175,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,0.00,36989.41,-163508.49,361485.30,135617.06698774148,-15140.10927136764,89118.93527136763,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,0.00,33626.74,-163508.49,361485.30,129140.13050376512,-16013.128948852675,83266.60713085267,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,5165.37,30824.51,-163508.49,361485.30,123512.33315256498,-16652.10154977045,78301.12321577045,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,0.00,28850.73,-163508.49,361485.30,118468.0009033235,-16686.902721425133,74388.36425942514,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,0.00,26789.96,-163508.49,361485.30,114081.25205082247,-17061.457232107376,70641.38580410737,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,-4118.81,25003.97,-163508.49,361485.30,110148.85132572842,-17335.888676348106,67343.82201034811,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,0.00,23183.79,-163508.49,361485.30,106662.67697450434,-17816.019939595437,64183.60618959543,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023002,7430.50,21820.04,-163508.49,361485.30,103428.65028532008,-17936.652638770986,61576.73381477098,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,1002001592,Generic Market-MW USA Market,1030,TNSV_3rdparty,2023009,140650.75,null,null,null,null,null,null,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000237,MW USA Ice Cream Market,1002010106,Generic Market - MW USA Ice Cream Market,1030,TNSV_3rdparty,2023009,24527.87,140650.75,140650.75,140650.75,null,null,null,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,-129.33,82589.31,24527.87,140650.75,82111.27589891173,51026.751682103015,114151.86831789698,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,27597.11,55016.43,-129.33,140650.75,75179.26542176906,26118.45072499167,83914.40927500834,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,-12397.52,48161.60,-129.33,140650.75,62895.967625543904,23985.168390463885,72338.03160953612,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,93267.39,36049.78,-12397.52,140650.75,60830.9827365955,12667.099027320939,59432.45297267906,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,182178.77,45586.05,-12397.52,140650.75,59211.22636124124,22825.982333312764,68346.10766668722,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,154295.66,65099.29,-12397.52,182178.77,74746.29495350843,36367.74064392558,93830.84221407442,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,34890.65,76248.84,-12397.52,182178.77,76048.42893202063,47016.76252766166,105480.91247233833,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,0.00,71653.48,-12397.52,182178.77,72460.32445003213,43800.63132028164,99506.33534571835,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,7573.34,64488.14,-12397.52,182178.77,71975.91299382474,36821.48475639343,92154.78524360657,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,-52066.00,59314.06,-12397.52,182178.77,70405.68236216891,32250.98970639505,86377.13574760495,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000237,MW USA Ice Cream Market,0,null,1030,TNSV_3rdparty,2023009,630.00,50032.39,-52066.00,182178.77,74431.98619862572,21421.656443691063,78643.12522230894,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,0.00,46232.21,-52066.00,182178.77,72568.46440515837,18337.787249777026,74126.62659622297,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,9270.78,42929.91,-52066.00,182178.77,70807.93557801648,15712.212250158747,70147.60060784126,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,191105.25,40685.96,-52066.00,182178.77,68783.47824002255,14246.446835962575,67125.48249803743,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,216248.13,50087.17,-52066.00,191105.25,76353.6399987226,20737.775670647796,79436.5643293522,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2023009,0.00,59861.34,-52066.00,216248.13,84199.74524506599,27496.00402851922,92226.68420748078,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000237,MW USA Ice Cream Market,0,null,1030,TNSV_3rdparty,2023009,630.00,56535.71,-52066.00,216248.13,82895.34770646371,24671.768071269915,88399.65970673008,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000237,MW USA Ice Cream Market,0,null,1030,TNSV_3rdparty,2023009,630.00,53593.31,-52066.00,216248.13,81574.37266117483,22237.128537442164,84949.48725255782,416,Coupons & Redemptions Discount,0,MW,
421000,Face Value of Redeemed Coupons/Cash Reba,1002,US Mars Wrigley,31000237,MW USA Ice Cream Market,0,null,1030,TNSV_3rdparty,2023009,630.00,50945.14,-52066.00,216248.13,80277.04179086426,20087.64107435247,81802.64392564754,416,Coupons & Redemptions Discount,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,514632.26,null,null,null,null,null,null,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,732486.62,514632.26,514632.26,514632.26,null,null,null,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,844528.99,623559.44,514632.26,732486.62,154046.29526705533,564345.9504421443,682772.9295578556,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,-2509446.75,697215.96,514632.26,844528.99,167752.72839853677,632733.8838322832,761698.0295017167,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,816839.82,-104449.72,-2509446.75,844528.99,1609171.2402678384,-722995.2310570193,514095.7910570194,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,652274.38,79808.19,-2509446.75,844528.99,1453213.3166474674,-478789.0272167971,638405.403216797,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,633470.84,175219.22,-2509446.75,844528.99,1320637.2496295325,-332417.39570105553,682855.8357010555,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,800896.63,240683.74,-2509446.75,844528.99,1217949.7151459546,-227481.06107407052,708848.5353600705,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,881245.29,310710.35,-2509446.75,844528.99,1144865.414822859,-129361.74885052856,750782.4463505286,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,808958.06,374103.12,-2509446.75,881245.29,1087678.7240822176,-43987.1213725101,792193.3613725101,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,586133.69,417588.61,-2509446.75,881245.29,1034652.329772187,19881.062391787185,815296.1656082128,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,672678.67,432910.89,-2509446.75,881245.29,982872.0129999212,55107.05500693817,810714.7322650618,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,875172.55,452891.54,-2509446.75,881245.29,939684.270497229,91688.53680208151,814094.5465319185,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,501212.39,485374.70,-2509446.75,881245.29,907270.4503613814,136631.16262409062,834118.2296839093,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,1351215.61,486505.96,-2509446.75,881245.29,871687.5303386766,151440.0605835872,821571.8594164129,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,32891.52,544153.27,-2509446.75,1351215.61,869145.0458711389,210064.67014933506,878241.869850665,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,568620.60,512199.41,-2509446.75,1351215.61,849346.2325664591,185721.22959578206,838677.591654218,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,813953.88,515518.30,-2509446.75,1351215.61,822489.796149274,199363.40489567863,831673.2033403213,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,773491.18,532098.06,-2509446.75,1351215.61,801026.813121379,224193.26417941437,840002.8524865857,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,5260.69,544802.96,-2509446.75,1351215.61,780425.4895109361,244817.0591722281,844788.859775772,406,Cash and Prompt Payment Discounts,0,MW,
420100,Prompt Payment Discount Given (On-invoic,1002,US Mars Wrigley,31000236,MW USA Market,0,null,1030,TNSV_3rdparty,2021009,572501.50,517825.85,-2509446.75,1351215.61,769131.484609419,222181.22141760186,813470.4705823981,406,Cash and Prompt Payment Discounts,0,MW,
